"","station","htdd","hdd","qual","lat","long"
"4850","USC00457941","7139R",7139,"R",47.6811,-117.6267
"4851","USC00458034","5073S",5073,"S",47.8664,-121.7175
"4852","USC00458059","6474S",6474,"S",48.3508,-120.7264
"4853","USC00458207","5110S",5110,"S",46.3236,-120.0103
"4854","USC00458278","4386R",4386,"R",47.2472,-122.4122
"4855","USC00458520","6176R",6176,"R",48.7806,-119.4242
"4856","USC00458715","6333S",6333,"S",48.6525,-121.6931
"4857","USC00458773","4950S",4950,"S",45.6778,-122.6511
"4858","USC00458959","5422S",5422,"S",46.4353,-120.4203
"4859","USC00459012","7387R",7387,"R",47.6497,-120.08
"4860","USC00459058","7239R",7239,"R",47.8964,-117.9933
"4861","USC00459074","5444S",5444,"S",47.4289,-120.31
"4862","USC00459079","5816R",5816,"R",47.4333,-120.35
"4863","USC00459200","5401S",5401,"S",46.0436,-118.4628
"4864","USC00459238","7212S",7212,"S",47.7567,-118.6775
"4865","USC00459376","7231S",7231,"S",48.4742,-120.1886
"4866","USC00459463","5244R",5244,"R",46.5897,-120.5414
"4867","USC00460202","4856R",4856,"R",38.1211,-81.1178
"4868","USC00460355","5685R",5685,"R",37.4225,-81.0256
"4869","USC00460509","6775R",6775,"R",38.5311,-79.7714
"4870","USC00460527","6996S",6996,"S",39.2728,-79.3683
"4871","USC00460580","6089S",6089,"S",37.7647,-81.1939
"4872","USC00460633","5834R",5834,"R",39.0231,-79.9331
"4873","USC00460925","5552R",5552,"R",37.2556,-81.2264
"4874","USC00460939","4844R",4844,"R",37.6411,-80.8831
"4875","USC00461215","6159S",6159,"S",38.1872,-80.1336
"4876","USC00461220","5566S",5566,"S",38.9803,-80.22
"4877","USC00461324","5514R",5514,"R",39.5064,-78.3158
"4878","USC00461330","5416R",5416,"R",39.2047,-81.1572
"4879","USC00461393","6608R",6608,"R",39.05,-79.4167
"4880","USC00461397","7419R",7419,"R",39.0536,-79.4483
"4881","USC00461579","4955R",4955,"R",38.3139,-81.7186
"4882","USC00461677","5456S",5456,"S",39.2683,-80.3522
"4883","USC00461723","4877R",4877,"R",38.4933,-81.3483
"4884","USC00462054","5493R",5493,"R",38.9628,-81.2728
"4885","USC00462522","4841R",4841,"R",37.9497,-82.4047
"4886","USC00462709","4651R",4651,"R",37.3872,-81.4053
"4887","USC00462920","5117S",5117,"S",39.4667,-80.1333
"4888","USC00463072","5787R",5787,"R",37.5894,-81.0925
"4889","USC00463215","5219R",5219,"R",38.6756,-79.3092
"4890","USC00463361","4976S",4976,"S",38.665,-80.7672
"4891","USC00463464","7189R",7189,"R",38.8072,-79.7172
"4892","USC00463544","4988S",4988,"S",38.9339,-80.8325
"4893","USC00463798","5633R",5633,"R",38.6197,-80.3822
"4894","USC00463846","4819R",4819,"R",38.2794,-82.1114
"4895","USC00464200","4883S",4883,"S",38.6844,-82.1836
"4896","USC00464397","4499R",4499,"R",38.4014,-82.5267
"4897","USC00464763","5363R",5363,"R",39.3833,-77.8833
"4898","USC00464840","5426R",5426,"R",39.4206,-79.005
"4899","USC00464956","5594R",5594,"R",37.7333,-81.5833
"4900","USC00465224","5954R",5954,"R",37.8564,-80.4042
"4901","USC00465353","4343R",4343,"R",37.8717,-81.9947
"4902","USC00465365","4369S",4369,"S",38.1947,-81.3706
"4903","USC00465563","4609S",4609,"S",38.1025,-81.8464
"4904","USC00465626","5975S",5975,"S",39.5436,-80.4647
"4905","USC00465672","6577R",6577,"R",38.2175,-80.0914
"4906","USC00465739","5645R",5645,"R",38.8722,-78.8617
"4907","USC00465875","6567R",6567,"R",37.99,-80.6803
"4908","USC00465963","5700S",5700,"S",39.4953,-80.9047
"4909","USC00466163","5290S",5290,"S",39.0461,-78.9664
"4910","USC00466212","5395S",5395,"S",39.6167,-79.9667
"4911","USC00466248","5303R",5303,"R",39.9056,-80.755
"4912","USC00466325","5173R",5173,"R",37.5794,-81.3264
"4913","USC00466442","5725R",5725,"R",40.5261,-80.6275
"4914","USC00466591","5328S",5328,"S",37.9714,-81.1508
"4915","USC00466600","5178R",5178,"R",37.6761,-81.6214
"4916","USC00466867","6004S",6004,"S",39.1031,-79.6658
"4917","USC00466952","5090R",5090,"R",38.9989,-79.1361
"4918","USC00466989","6138R",6138,"R",38.6789,-80.1958
"4919","USC00467018","5488R",5488,"R",40.1478,-80.7014
